open,high,low,close,volume
91469.99,91661.41,91260.0,91491.7,182.79642
91491.69,91857.3,91354.72,91784.04,161.51374
91784.03,91854.27,91599.64,91745.82,164.98838
91745.82,91780.77,91500.0,91630.72,154.53697
91630.72,91750.41,91500.0,91713.44,63.32011
91713.45,91912.0,91695.55,91899.99,146.33376
91899.99,92335.55,91815.51,92218.8,382.007
92218.81,92240.58,91982.05,92035.89,173.45931
92035.89,92384.61,92011.0,92034.11,171.44031
92034.12,92040.06,91306.37,91480.0,285.84523
91480.53,91480.53,91127.47,91235.13,173.08331
91235.14,91252.61,90714.38,90723.48,366.73378
90723.47,90900.0,90600.0,90649.69,133.08082
90649.68,90860.0,90568.17,90696.85,127.82196
90696.88,90700.0,90280.01,90280.17,165.22393
90280.16,90376.3,90000.0,90187.89,386.68619
90187.89,91109.13,89880.0,89951.7,780.60786
89951.7,90199.45,89900.05,90006.0,359.06077
90006.01,90228.81,89911.29,90063.16,141.52386
90063.17,90165.99,89932.99,90124.4,88.0552
90124.4,90232.56,89708.6,89740.88,201.61858
89740.88,90071.6,89716.41,89725.16,183.76215
89725.17,89764.04,89600.0,89696.37,263.81513
89696.36,89823.99,89609.21,89609.21,371.16751
89609.22,89655.34,89453.88,89578.27,267.79369
89578.28,89862.85,89474.46,89712.15,150.39912
89712.15,89861.47,89500.0,89556.4,157.61814
89556.4,89683.42,89465.05,89505.98,104.1336
89505.98,89933.44,89469.32,89905.78,128.17037
89905.77,90133.33,89630.11,89639.02,181.17209
89639.02,89708.92,89556.14,89583.26,124.68255
89583.26,89630.77,89339.0,89360.01,274.19184
89360.01,89492.04,89325.0,89331.93,187.66819
89331.94,89651.57,89312.99,89484.51,155.39075
89484.5,89543.68,89395.26,89527.7,111.48271
89527.69,89527.69,89100.0,89171.89,287.23678
89171.89,89186.22,88889.0,89066.94,628.8171
89066.95,89577.47,88972.0,89328.63,252.5553
89328.63,89387.2,89074.04,89190.91,152.34428
89190.91,89396.11,89083.92,89189.99,127.58216
89189.99,89559.89,89189.99,89500.01,166.37492
89500.0,89636.67,89388.56,89553.36,119.15796
89553.35,89629.98,89316.0,89443.36,152.75605
89443.36,89744.51,89348.0,89658.6,149.93306
89658.6,89723.13,89184.2,89223.51,185.50989
89223.51,89391.61,89071.13,89133.01,128.31176
89133.01,89166.0,88850.0,89068.26,381.6726
89068.26,89137.56,88898.44,89069.28,172.68636
89069.28,89309.09,89022.99,89087.17,215.4373
89087.17,89103.33,88880.0,88906.92,104.88663
